geneID,PAK_AR2A.Expression,s1_9A.Expression
PA2144,349,284
PA2997,542,441
PA2912,75,61
PA1002,107,87
PA5158,230,187
PA2995,326,265
PA0065,390,317
PA4560,7041,5723
PA4803,299,243
PA0600,1468,1193
PA3329,32,26
PA4533,405,329
PA4565,1460,1186
PA0399,761,618
PA0355,4174,3389
PA1740,303,246
PA2765,547,444
PA1051,244,198
PA5537,525,426
PA4835,212,172
PA1181,921,747
PA0094,608,493
PA1140,391,317
PA2779,496,402
PA4255,638,517
PA3915,2396,1941
PA4821,221,179
PA4117,1515,1227
PA4290,1609,1303
PA0058,63,51
PA2329,42,34
PA5484,1401,1134
PA5119,34619,28001
PA2831,408,330
PA0659,1469,1188
PA3347,1024,828
PA5163,2365,1912
PA4176,762,616
PA4689,1612,1303
PA1609,6176,4992
PA2621,1984,1603
PA2256,26,21
PA5040,9218,7442
PA5245,1607,1297
PA4962,88,71
PA3591,27,0
PA1899,5,0
PA0523,10457,80
PA3391,15974,153
PA3392,16959,163
PA3395,1608,19
PA0524,15537,280
PA3394,1521,33
PA0518,4709,106
PA0525,6163,173
PA0519,73093,2139
PA3393,3402,100
PA3873,1258,47
PA0510,3789,144
PA3872,2188,103
PA0509,5207,254
PA0512,2584,129
PA0517,2815,141
PA0511,10594,546
PA3396,687,38
PA0786,18,1
PA0612,918,51
PA3938,2558,147
PA0320,18535,1097
PA0807,3570,214
PA3446,3916,242
PA0516,11694,724
PA0513,1880,118
PA0909,137,9
PA0514,3390,230
PA0910,1005,72
PA0526,1385,106
PA3871,583,46
PA3874,6900,547
PA3450,2433,197
PA0515,1808,148
PA0613,2379,199
PA0912,414,37
PA3449,318,29
PA0609,6950,637
PA0911,669,64
PA0627,1087,104
PA3803,1658,161
PA0623,7127,695
PA0636,12813,1304
PA0283,1423,148
PA0908,1147,120
PA3931,1030,108
PA0637,1648,173
PA2311,56,6
PA0634,5530,596
PA0907,821,90
PA3911,704,78
PA0618,4485,497
PA0628,2905,325
PA0633,15800,1775
PA4195,620,71
PA0622,31892,3669
PA3802,1085,127
PA0640,1314,158
PA0619,3200,393
PA1774,447,55
PA1123,1228,152
PA0808,323,40
PA0617,1427,177
PA1568,8,1
PA2840,1401,179
PA3937,422,54
PA0191,1085,139
PA3912,1934,256
PA0620,10520,1406
PA0639,3106,418
PA2357,59,8
PA5355,672,92
PA0624,3463,475
PA0614,2435,343
PA2161,7,1
PA0210,21,3
PA0327,2731,393
PA0635,2892,417
PA0629,3220,466
PA1260,41,6
PA1892,41,6
PA3444,327,48
PA0638,4337,641
PA0915,108,16
PA0630,717,110
PA0641,14561,2235
PA2763a,13,2
PA0284,799,123
PA0610,15644,2413
PA3875,50286,7867
PA2358,254,40
PA4629,443,71
PA1882,37,6
PA0921,1262,206
PA0880,6,1
PA4823,18,3
PA0625,8522,1431
PA3815,1202,202
PA3069,898,151
PA0282,349,59
PA3804,1000,173
PA4481,1271,222
PA0712,117,21
PA3445,1092,198
PA3334,11,2
PA4670,3726,709
PA3719,26,5
PA1325,138,27
PA0616,8420,1677
PA2570,5,1
PA4826,144,29
PA4763,10977,2231
PA4563,2514,511
PA3552,844,173
PA1150,2247,463
PA4430,4180,866
PA0615,3095,648
PA3870,749,157
PA4837,816,172
PA0209,71,15
PA2042,518,110
PA2312,177,38
PA1343,311,67
PA3443,157,34
PA1112b,2400,521
PA2561,647,141
PA4131,1064,232
PA0153,96,21
PA2860,2791,617
PA3569,199,44
PA2463,54,12
PA1778,243,54
PA3007,8353,1879
PA3570,991,223
PA3913,2368,533
PA2659,4113,926
PA4154,244,55
PA0611,3278,739
PA0328,1165,263
PA4443,1779,405
PA0631,367,84
PA0521,261,60
PA0626,2209,509
PA3530,129,30
PA5084,515,120
PA4583,2967,692
PA0024,4979,1163
PA1006,212,50
PA1593,178,42
PA3936,173,41
PA2334,135,32
PA0522,122,29
PA1620,46,11
PA0800,316,76
PA5049,176,43
PA0922,1906,466
PA4748,2298,562
PA4896,149,37
PA3414,659,164
PA5491,846,211
PA4210,4,1
PA4582,4027,1007
PA0914,87,22
PA3722,834,211
PA0713,280,71
PA4247,1558,397
PA2619,905,232
PA4429,1958,502
PA1852,2458,631
PA0906,1545,397
PA2666,139,36
PA4724,586,152
PA1800,5102,1324
PA2288,377,98
PA2629,1281,333
PA5351,23,6
PA0608,1120,294
PA4105,19,5
PA0707,91,24
PA4264,1600,422
PA5072,1924,509
PA2916,34,9
PA2204,502,133
PA5298,942,250
PA1780,15,4
PA0142,684,183
PA4845,1980,531
PA0433,252,68
PA1170,200,54
PA4354,348,94
PA3800,938,254
PA4138,365,99
PA1699,11,3
PA3601,673,184
PA5536,117,32
PA2950,1092,300
PA2426,120,33
PA4310,3022,832
PA3033,94,26
PA4479,260,72
PA3008,1781,494
PA3276,173,48
PA5129,273,76
PA1363,201,56
PA0321,746,208
PA2657,922,258
PA1921,50,14
PA2381,1559,438
PA2988,1573,442
PA3617,15532,4365
PA2287,635,179
PA0812,379,107
PA3410,177,50
PA0810,329,93
PA1581,1227,348
PA1241,176,50
PA4746,857,244
PA0651,1496,426
PA2214,35,10
PA0540,63,18
PA4212,14,4
PA1635,14,4
PA5560,3439,986
PA4248,3449,992
PA4480,709,204
PA5463,407,118
PA0670,888,258
PA0775,340,99
PA4249,1102,321
PA2427,24,7
PA4635,246,72
PA3109,714,209
PA4496,11911,3492
PA2580,75,22
PA4940,277,82
PA5316,3421,1013
PA3990,27,8
PA2663,290,86
PA3388,202,60
PA4262,3817,1134
PA3413,1289,383
PA3526,3687,1097
PA4291,977,291
PA0602,803,240
PA0916,374,112
PA4134,30,9
PA4567,5628,1698
PA4934,961,290
PA0806,298,90
PA3376,33,10
PA4738,871,264
PA3140,263,80
PA4789,92,28
PA0208,1721,524
PA2901,364,111
PA0062,390,119
PA4471,255,78
PA0009,1872,573
PA4379,1463,449
PA2757,52,16
PA0828,107,33
PA3818,1604,495
PA0579,2874,887
PA2569,149,46
PA2658,563,174
PA1194,294,91
PA4745,5506,1707
PA5357,553,172
PA2310,93,29
PA4431,2124,663
PA5564,733,229
PA2384,16,5
PA4432,1312,410
PA5300,1579,495
PA1718,35,11
PA2328,105,33
PA4371,839,264
PA2787,438,138
PA3303,717,226
PA1791,386,122
PA3136,117,37
PA4954,3492,1110
PA4888,1824,580
PA2772a,22,7
PA0149,138,44
PA3519,69,22
PA5082,1267,404
PA2669,166,53
PA0671,538,172
PA4518,25,8
PA1100,337,108
PA4616,299,96
PA3807,1885,607
PA4678,177,57
PA1790,245,79
PA1116,530,171
PA1608,1397,451
PA5173,17220,5574
PA4064,253,82
PA3637,6412,2090
PA2720,144,47
PA0463,481,157
PA0216,98,32
PA4245,498,163
PA1326,499,164
PA2019,298,98
PA4935,3137,1032
PA5034,1228,404
PA4244,2234,735
PA5239,12707,4183
PA0755,1203,398
PA3386,139,46
PA3579,1217,403
PA0381,836,277
PA1767,2286,758
PA0578,968,321
PA0291,19859,6591
PA4110,304,101
PA3263,1586,527
PA2652,1483,493
PA3436,553,184
PA0698,6,2
PA2559a,180,60
PA3520,12,4
PA2050,69,23
PA4819,42,14
PA2142,30,10
PA0247,174,58
PA4396,522,175
PA0547,906,304
PA0736a,1354,456
PA2851,4706,1585
PA0809,917,309
PA3790,2819,950
PA1386,263,89
PA5130,1069,362
PA1964,1536,522
PA0438,147,50
PA0760,191,65
PA3805,1101,375
PA5498,1943,664
PA1042,79,27
PA3077,155,53
PA3632,345,118
PA4130,605,207
PA2277,143,49
PA2911,499,171
PA5024,531,183
PA4433,6588,2272
PA0201,2241,775
PA4716,835,289
PA0950,337,117
PA0925,239,83
PA0040,285,99
PA4436,593,206
PA3737,2327,809
PA5289,788,274
PA3476,138,48
PA2788,3927,1366
PA0356,768,268
PA2875,245,86
PA2023,1179,414
PA1183,475,167
PA2662,705,248
PA3661,51,18
PA0069,753,266
PA4142,93,33
PA4273,4037,1433
PA4275,2987,1062
PA0380,520,185
PA4740,10187,3625
PA4893,174,62
PA5375,1059,378
PA1553,364,130
PA3906,14,5
PA3827,1005,359
PA0703,179,64
PA3370,67,24
PA5128,2154,772
PA3005,664,238
PA4515,755,271
PA3801,693,249
PA2549,924,332
PA5479,1283,461
PA2359,384,138
PA3939,278,100
PA1393,86,31
PA2600,172,62
PA3162,12937,4665
PA2664,1148,414
PA0722,83,30
PA3817,683,247
PA1577,47,17
PA3718,152,55
PA1300,69,25
PA3351,15897,5766
PA1743,11,4
PA3411,11,4
PA2694,22,8
PA0197,129,47
PA1706,222,81
PA5503,1196,438
PA1838,925,339
PA3980,2141,785
PA1543,387,142
PA0961,267,98
PA0456,10053,3699
PA0654,1405,518
PA4853,198,73
PA3933,1975,729
PA1713,349,129
PA3745,1098,406
PA5440a,127,47
PA5354,81,30
PA0010,116,43
PA2286,658,244
PA3387,213,79
PA4383,1565,581
PA0945,781,290
PA5256,339,126
PA1117,276,103
PA1475,209,78
PA1862,198,74
PA5481,404,151
PA4292,1736,649
PA3901,1107,414
PA2213,24,9
PA1891,24,9
PA2421,16,6
PA2453,250,94
PA2485,404,152
PA0789,1115,420
PA4060,61,23
PA0326,159,60
PA1026,124,47
PA5490,6062,2299
PA2809,79,30
PA2062,179,68
PA4456,2136,812
PA5296,2003,762
PA5534,92,35
PA1714,231,88
PA2386,139,53
PA2786,34,13
PA3447,68,26
PA4679,253,97
PA0607,500,192
PA0562,531,204
PA4113,190,73
PA2039,169,65
PA3585,91,35
PA4995,161,62
PA5335,1254,484
PA4482,544,210
PA3806,2195,848
PA2014,2608,1008
PA2656,1033,400
PA3403a,142,55
PA5403,116,45
PA5483,991,385
PA5081,162,63
PA1258,18,7
PA1073,1334,519
PA1101,1928,751
PA0668,1327,517
PA5563,1803,703
PA1192,477,186
PA1863,618,241
PA3268,520,203
PA4846,975,381
PA1853,555,217
PA0714,156,61
PA2969,455,178
PA0655,2452,960
PA5526,581,228
PA3209,28,11
PA3377,28,11
PA4261,565,222
PA0013,173,68
PA2554,1485,584
PA3389,61,24
PA2258,61,24
PA4438,879,346
PA1922,71,28
PA3752,76,30
PA3766,739,292
PA0918,3528,1395
PA2509,48,19
PA4585,637,253
PA1959,219,87
PA0385,161,64
PA3979,460,183
PA3932,211,84
PA2553,1866,743
PA5442,598,239
PA0488,85,34
PA2356,45,18
PA5388,175,70
PA1329,10,4
PA1021,45,18
PA4766,110,44
PA2149,10,4
PA2187,5,2
PA3791,957,383
PA3828,1858,744
PA4847,1081,433
PA5445,4234,1698
PA0652,4365,1751
PA1282,167,67
PA0833,4908,1970
PA2555,4870,1958
PA4500,12740,5126
PA0666,1318,531
PA1566,62,25
PA4684,803,324
PA4651,57,23
PA1797a,57,23
PA3539,508,205
PA4758,4295,1734
PA2051,52,21
PA2088,42,17
PA2740,773,313
PA0307,600,243
PA5430,706,286
PA3743,1672,678
PA2744,6330,2569
PA5172,35433,14392
PA3288,224,91
PA1839,155,63
PA0936,2140,870
PA4709,231,94
PA0025,1225,499
PA3824,687,280
PA4235,14288,5832
PA3168,5593,2284
PA0217,213,87
PA2798,2822,1153
PA1541,93,38
PA4894,110,45
PA5268,603,247
PA0665,166,68
PA0358,327,134
PA0236,273,112
PA5334,918,377
PA3627,1061,436
PA1698,73,30
PA0843,197,81
PA1295,158,65
PA3219,34,14
PA2780,85,35
PA4083,34,14
PA2983,391,161
PA4600,442,182
PA3958,1229,507
PA0975,618,255
PA2693,63,26
PA0151,264,109
PA4756,6686,2762
PA2528,445,184
PA4574,278,115
PA0734,570,236
PA3608,128,53
PA1415,811,336
PA3910,222,92
PA1367,82,34
PA2745,202,84
PA0889,286,119
PA4939,1453,605
PA4816,552,230
PA5514,635,265
PA4263,4953,2067
PA1554,1923,803
PA3639,1626,680
PA3442,86,36
PA4568,5100,2137
PA3720,272,114
PA1701,31,13
PA4166,62,26
PA3321,267,112
PA4029,686,288
PA2869,352,148
PA0917,1286,541
PA3616,1787,752
PA2531,57,24
PA0730,691,291
PA0460,1902,801
PA4274,5346,2253
PA4685,261,110
PA2376,135,57
PA2478,116,49
PA4317,2731,1154
PA4152,104,44
PA0763,3962,1678
PA4392,85,36
PA5429,89299,37830
PA5157,59,25
PA3934,505,214
PA4715,1451,615
PA0819,73,31
PA5431,313,133
PA5500,2560,1089
PA3636,1610,685
PA5565,3993,1701
PA3536,361,154
PA4129,89,38
PA2998,936,400
PA2128,318,136
PA3554,570,244
PA1900,21,9
PA3542,56,24
PA2140,7,3
PA1626,147,63
PA2487,49,21
PA2516,14,6
PA0691,21,9
PA4704,448,192
PA0277,238,102
PA4450,3838,1649
PA5209,591,254
PA0888,3640,1565
PA2594,307,132
PA0857,637,274
PA3246,251,108
PA3880,1696,730
PA3721,576,248
PA4063,1297,559
PA3854,51,22
PA0805,1928,832
PA5524,519,224
PA1195,461,199
PA0046,162,70
PA5083,236,102
PA3415,178,77
PA3448,30,13
PA3373,136,59
PA2980,198,86
PA0317,2136,929
PA3888,538,234
PA2775,154,67
PA5559,1680,731
PA5331,1381,601
PA4712,193,84
PA3270,473,206
PA0570,117,51
PA5038,2387,1042
PA4378,597,261
PA0330,1068,467
PA4178,64,28
PA3041,368,161
PA1558,128,56
PA2968,425,186
PA1675,345,151
PA2972,169,74
PA3598,290,127
PA2434,73,32
PA1837,155,68
PA3618,255,112
PA0585,107,47
PA1582,648,285
PA4520,2337,1028
PA4599,125,55
PA5177,934,411
PA1385,234,103
PA0595,5783,2546
PA4307,1998,880
PA2037,118,52
PA0667,4231,1868
PA2282,77,34
PA5048,351,155
PA3821,1919,848
PA3685,362,160
PA4344,459,203
PA2746,158,70
PA0649,1671,741
PA5539,115,51
PA0363,602,267
PA0425,2175,965
PA3489,259,115
PA4818,184,82
PA4455,774,345
PA3472,1276,569
PA3971,74,33
PA4390,761,340
PA1112a,266,119
PA0650,1820,815
PA0432,3566,1597
PA5127,308,138
PA3352,7135,3199
PA2864,272,122
PA5437,1342,602
PA3876,10925,4906
PA0520,1244,559
PA2115,60,27
PA1855,20,9
PA4457,5014,2257
PA3537,1135,511
PA0155,655,295
PA0050,91,41
PA5482,71,32
PA3012,284,128
PA2921,306,138
PA5176,800,361
PA5248,879,397
PA2013,1254,567
PA0311,42,19
PA4864,210,95
PA2976,15181,6869
PA2852,404,183
PA3823,900,408
PA3770,4683,2123
PA3611,593,269
PA0563,379,172
PA0938,1436,652
PA3904,33,15
PA0541,715,325
PA3379,22,10
PA2064,33,15
PA0719,11,5
PA2000,1229,559
PA1812,1510,687
PA0180,1692,771
PA4997,3015,1375
PA5309,353,161
PA1016,171,78
PA5404,46,21
PA5138,541,247
PA5100,1605,733
PA2751,462,211
PA0903,2085,953
PA5525,767,351
PA1857,201,92
PA4449,1159,531
PA1294,323,148
PA1913,467,214
PA0546,2227,1021
PA4817,109,50
PA3746,1454,667
PA1374,61,28
PA1776,1419,652
PA2876,248,114
PA3930,1105,508
PA5538,287,132
PA0020,2226,1025
PA4076,165,76
PA5424,356,164
PA4993,625,288
PA2056,128,59
PA5063,1898,876
PA2935,26,12
PA3161,548,253
PA1548,595,275
PA4985,67,31
PA2923,41,19
PA5139,246,114
PA3221,261,121
PA4233,1293,600
PA4633,9352,4341
PA4665,838,389
PA0692,84,39
PA2429,28,13
PA4132,695,323
PA4451,738,343
PA1544,6234,2900
PA1396,404,188
PA5471,505,235
PA0702,131,61
PA3516,206,96
PA4326,843,394
PA0551,1354,633
PA0951,840,393
PA1053,4260,1994
PA0443,235,110
PA3580,329,154
PA4171,79,37
PA2558,222,104
PA2503,239,112
PA4739,4074,1910
PA1542,209,98
PA2285,113,53
PA1971,260,122
PA4956,895,420
PA1012,766,360
PA1538,200,94
PA4304,185,87
PA1768,997,469
PA3544,68,32
PA4636,1106,521
PA3082,664,313
PA4355,265,125
PA5530,462,218
PA1384,161,76
PA4703,36,17
PA0082,1081,511
PA0011,1288,609
PA1141,129,61
PA4849,93,44
PA5080,879,416
PA5374,11214,5308
PA4314,2049,970
PA4192,38,18
PA3733a,458,217
PA5499,3480,1649
PA3235,392,186
PA0372,2860,1358
PA5523,855,406
PA1805,1779,845
PA2557,1344,639
PA3648,6081,2892
PA5462,376,179
PA2129,21,10
PA4889,2358,1123
PA4041,296,141
PA3265,107,51
PA3473,237,113
PA2365,153,73
PA3274,44,21
PA1666,44,21
PA2094,44,21
PA3742,3997,1909
PA4824,67,32
PA1007,358,171
PA0008,2284,1091
PA3814,2800,1338
PA1440,3394,1623
PA0885,46,22
PA0883,46,22
PA0963,4876,2332
PA0762,5324,2547
PA3042,445,213
PA2900,718,344
PA1392,152,73
PA1477,482,232
PA1154,81,39
PA3959,164,79
PA4602,2510,1210
PA4666,705,340
PA0319,566,273
PA0145,170,82
PA1381,29,14
PA4107,29,14
PA3635,3405,1644
PA0929,263,127
PA5193,557,269
PA0987,207,100
PA5568,3694,1786
PA0705,916,443
PA1840,248,120
PA2230,62,30
PA0844,225,109
PA2839,132,64
PA0350,200,97
PA4267,3065,1487
PA2774,169,82
PA5531,2579,1252
PA3372,241,117
PA2158,35,17
PA2777,284,138
PA4938,4187,2035
PA2471,37,18
PA0920,1236,602
PA3578,388,189
PA4640,4473,2181
PA2896,806,393
PA3887,414,202
PA4032,715,349
PA3244,2536,1238
PA5228,1456,711
PA1111,90,44
PA1271,861,421
PA4581,758,371
PA4042,237,116
PA1678,488,239
PA2948,396,194
PA4265,2503,1227
PA1299,212,104
PA5423,497,244
PA3946,389,191
PA1797,327,161
PA0128,136,67
PA1471,140,69
PA4700,2416,1191
PA3441,75,37
PA0923,674,334
PA4495,4291,2127
PA4630,367,182
PA5406,123,61
PA4696,3541,1757
PA3975,938,466
PA0252,165,82
PA2986,664,330
PA3976,700,348
PA4013,354,176
PA0390,1247,620
PA5192,3018,1501
PA4246,6772,3379
PA0354,1428,713
PA0767,3585,1790
PA3744,2397,1197
PA2685,1768,883
PA1938,12,6
PA4159,60,30
PA1404,36,18
PA0720,8,4
PA2303,28,14
PA2087,12,6
PA3131,174,87
PA2215,52,26
PA1641,78,39
PA3030,222,111
PA2440,76,38
PA4713,226,113
PA2882,52,26
PA2672,20,10
PA3773,56,28
PA2513,10,5
PA0679,42,21
PA1771,80,40
PA2686,487,244
PA0913,2584,1296
PA1590,853,428
PA5201,1503,755
PA1627,201,101
PA0968,551,277
PA4785,367,185
PA1451,577,291
PA0489,230,116
PA3883,228,115
PA4676,325,164
PA0448,737,372
PA4544,1323,668
PA5030,455,230
PA3032,271,137
PA1569,89,45
PA2493,87,44
PA3525,5105,2584
PA5263,3372,1707
PA0560,233,118
PA4461,2811,1424
PA4437,150,76
PA1422,211,107
PA1676,67,34
PA3468,847,430
PA0244,65,33
PA4043,856,435
PA0141,5228,2657
PA4541,1505,765
PA4730,779,396
PA1132,956,486
PA3638,261,133
PA1162,463,236
PA3963a,98,50
PA2437,49,25
PA4754,486,248
PA4537,96,49
PA4442,1740,889
PA0420,1072,548
PA5108,352,180
PA0803,88,45
PA0944,1306,668
PA3405,43,22
PA3480,844,432
PA1098,992,508
PA5470,162,83
PA3950,854,438
PA4404,497,255
PA1199,879,451
PA4994,228,117
PA1931,74,38
PA1314,37,19
PA4744,6018,3091
PA2945,831,427
PA2985,679,349
PA5353,107,55
PA2795,284,146
PA0591,389,200
PA5372,2571,1322
PA2881,35,18
PA5046,3547,1825
PA0429,2777,1431
PA4710,634,327
PA2499,95,49
PA1658,537,277
PA3139,2144,1106
PA5075,420,217
PA5387,29,15
PA2978,116,60
PA3112,1496,774
PA2191,85,44
PA1547,421,218
PA1144,56,29
PA5561,641,332
PA3861,2276,1179
PA0462,637,330
PA5118,1158,600
PA3665,301,156
PA2438,81,42
PA4268,3009,1561
PA1472,185,96
PA0830,765,397
PA2118,52,27
PA1954,77,40
PA1322,510,265
PA1474,2431,1265
PA2436,165,86
PA2817,188,98
PA3050,704,367
PA2758,305,159
PA4983,368,192
PA5558,2339,1221
PA4769,867,453
PA2902,266,139
PA5146,2504,1309
PA3322,302,158
PA3822,732,383
PA0316,4767,2496
PA4085,21,11
PA3599,540,283
PA3308,1733,909
PA3935,261,137
PA5478,516,271
PA4046,434,228
PA1221,59,31
PA3019,963,506
PA2419,78,41
PA4259,2236,1176
PA2038,133,70
PA2836,38,20
PA1220,38,20
PA1748,494,260
PA5062,209,110
PA4548,433,228
PA1775,1174,619
PA2793,400,211
PA1179,614,324
PA3237,72,38
PA3371,36,19
PA4890,574,303
PA1848,89,47
PA3452,835,441
PA1889,549,290
PA0140,1079,570
PA3826,282,149
PA1040,350,185
PA5217,2430,1285
PA1727,1032,546
PA3940,3478,1841
PA0098,17,9
PA5446,2413,1278
PA2812,404,214
PA5497,4015,2127
PA0459,6919,3666
PA0190,117,62
PA1137,200,106
PA2063,83,44
PA4325,547,290
PA4898,66,35
PA2910,49,26
PA2393,49,26
PA0146,194,103
PA4260,5877,3121
PA4925,322,171
PA4266,10281,5464
PA3889,540,287
PA4924,651,346
PA3186,237,126
PA2635,297,158
PA4318,594,316
PA2943,421,224
PA3928,15,8
PA1867,15,8
PA0309,1005,536
PA3672,414,221
PA1428,103,55
PA3245,382,204
PA5472,367,196
PA3600,88,47
PA4860,58,31
PA1010,2430,1299
PA2246,144,77
PA0706,314,168
PA4594,114,61
PA2502,437,234
PA5175,534,286
PA1770,6309,3379
PA4873,252,135
PA0680,28,15
PA3361,41,22
PA0057,82,44
PA3382,41,22
PA3390,95,51
PA3736,1488,799
PA1442,311,167
PA4033,54,29
PA2973,2472,1328
PA0435,67,36
PA5212,2516,1352
PA2906,467,251
PA0154,197,106
PA5333,262,141
PA0561,483,260
PA2886,130,70
PA5299,1287,693
PA3647,1151,620
PA2956,206,111
PA0359,1516,817
PA0781,217,117
PA0947,638,344
PA0736,432,233
PA1679,1040,561
PA3677,361,195
PA4953,2645,1429
PA2979,707,382
PA0572,283,153
PA0733,196,106
PA0797,841,455
PA0926,292,158
PA2403,192,104
PA1416,432,234
PA3223,59,32
PA5196,328,178
PA3273,35,19
PA2348,35,19
PA2946,1131,614
PA4047,932,506
PA0948,206,112
PA4524,603,328
PA4311,838,456
PA3046,566,308
PA5033,259,141
PA4309,3410,1857
PA2533,369,201
PA4473,1642,895
PA4610,4364,2379
PA3303a,22,12
PA4193,88,48
PA1704,33,18
PA4698,75,41
PA1712,139,76
PA0827,278,152
PA0653,446,244
PA3085,212,116
PA3724,179,98
PA2654,2996,1641
PA3686,2860,1567
PA4952,2392,1311
PA1047,753,413
PA4673,884,485
PA0114,2394,1314
PA4156,275,151
PA1106,1021,561
PA5150,828,455
PA3381,20,11
PA3296,80,44
PA3266,9057,4982
PA1133,149,82
PA1552.1,89,49
PA3267,1284,707
PA2741,6341,3493
PA3456,644,355
PA0884,136,75
PA1315,194,107
PA4852,910,502
PA5504,571,315
PA2800,1620,894
PA5161,1842,1017
PA3725,594,328
PA0866,637,352
PA4669,1648,911
PA3842,161,89
PA0676,47,26
PA3963,374,207
PA3583,981,543
PA2680,56,31
PA5180,231,128
PA2655,155,86
PA0226,254,141
PA1504,518,288
PA3700,2124,1181
PA2792,106,59
PA2742,3826,2130
PA0127,273,152
PA5336,783,436
PA4714,2655,1480
PA0768,950,530
PA3108,2328,1299
PA1397,344,192
PA1756,421,235
PA1631,206,115
PA3914,3079,1719
PA5117,1550,866
PA2653,544,304
PA0408,7110,3975
PA0535,152,85
PA0656,329,184
PA4240,4491,2512
PA4693,1548,866
PA0293,840,470
PA2416,159,89
PA0811,836,468
PA4974,1813,1015
PA5352,25,14
PA3320,25,14
PA4394,836,469
PA4729,814,457
PA3475,130,73
PA0306,593,333
PA1801,4370,2457
PA2084,48,27
PA1149,16,9
PA1796,999,562
PA4627,565,318
PA5225,1310,738
PA5427,14253,8031
PA4647,573,323
PA3692,10174,5736
PA4460,2898,1634
PA0412,821,463
PA3217,851,480
PA0814,78,44
PA4030,429,242
PA3497,156,88
PA2581,631,356
PA4595,4700,2652
PA0949,831,469
PA1480,1426,805
PA0012,124,70
PA3962,1298,733
PA1479,639,361
PA3717,92,52
PA3507,46,26
PA0957,276,156
PA1866a,23,13
PA2449,405,229
PA1305,1015,574
PA3535,159,90
PA0986,83,47
PA5368,810,459
PA4885,90,51
PA2975,1251,709
PA4682,307,174
PA3716,1852,1050
PA4800,224,127
PA0813,328,186
PA3409,37,21
PA3250,257,146
PA0783,1001,569
PA0428,5098,2898
PA1659,51,29
PA0243,204,116
PA3093,1204,685
PA1165,188,107
PA2828,815,464
PA1227,137,78
PA2584,402,229
PA4377,100,57
PA3540,142,81
PA1494,715,408
PA2382,368,210
PA4677,198,113
PA5395,49,28
PA2517,7,4
PA1529,875,500
PA1665,70,40
PA4079,189,108
PA3282,42,24
PA0674,49,28
PA2131,14,8
PA4239,3198,1829
PA2949,271,155
PA4631,973,557
PA1639,269,154
PA4276,1137,651
PA3675,372,213
PA0365,89,51
PA4606,7212,4133
PA5373,11041,6328
PA4519,799,458
PA5528,6846,3929
PA3344,1879,1079
PA3515,404,232
PA1854,174,100
PA4206,87,50
PA4254,1456,837
PA1865,586,337
PA0136,73,42
PA0431,417,240
PA3917,377,217
PA4987,304,175
PA3630,297,171
PA0124,33,19
PA2776,554,319
PA2488,92,53
PA4236,21688,12512
PA3176,123,71
PA5194,582,336
PA1113,303,175
PA2510,232,134
PA5252,1888,1091
PA1999,1519,878
PA1975,64,37
PA2938,192,111
PA3553,178,103
PA5385,19,11
PA1909,38,22
PA4243,7390,4279
PA4692,309,179
PA4305,138,80
PA5533,426,247
PA2065,81,47
PA5320,2828,1642
PA2596,105,61
PA3831,2096,1219
PA0855,239,139
PA0708,361,210
PA0378,287,167
PA3300,677,394
PA1821,866,504
PA4397,189,110
PA3338,170,99
PA0537,1188,692
PA0341,671,391
